Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio,DP Enabled,ROC AUC mean,ROC AUC min,ROC AUC max,Accuracy mean,Accuracy min,Accuracy max,Precision mean,Precision min,Precision max,Recall mean,Recall min,Recall max,F1 Score mean,F1 Score min,F1 Score max,Type I Error mean,Type I Error min,Type I Error max,Type II Error mean,Type II Error min,Type II Error max,Epsilon mean,Epsilon min,Epsilon max
16,1.5,0.005,2.0,1.0,True,0.896,0.884,0.902,0.811,0.768,0.831,0.366,0.319,0.392,0.825,0.784,0.867,0.507,0.467,0.528,0.191,0.166,0.245,0.175,0.133,0.216,0.486,0.486,0.486
16,2.0,0.001,0.5,0.05,True,0.716,0.705,0.736,0.651,0.607,0.687,0.199,0.188,0.218,0.654,0.612,0.714,0.305,0.295,0.327,0.35,0.308,0.407,0.346,0.286,0.388,1.462,1.462,1.462
16,2.0,0.001,0.5,0.1,True,0.747,0.727,0.76,0.648,0.572,0.677,0.209,0.183,0.22,0.714,0.674,0.765,0.323,0.295,0.334,0.36,0.323,0.454,0.286,0.235,0.326,1.021,1.021,1.021
16,2.0,0.001,0.5,0.5,True,0.866,0.861,0.877,0.802,0.768,0.827,0.348,0.316,0.378,0.776,0.734,0.844,0.479,0.46,0.499,0.195,0.16,0.242,0.224,0.156,0.266,0.449,0.449,0.449
16,2.0,0.001,0.5,1.0,True,0.884,0.871,0.891,0.807,0.754,0.827,0.359,0.302,0.384,0.81,0.794,0.842,0.497,0.445,0.517,0.194,0.169,0.258,0.19,0.158,0.206,0.32,0.32,0.32
16,2.0,0.001,1.0,0.05,True,0.725,0.711,0.737,0.654,0.612,0.686,0.204,0.19,0.214,0.671,0.63,0.709,0.312,0.299,0.321,0.349,0.306,0.401,0.329,0.291,0.37,1.462,1.462,1.462
16,2.0,0.001,1.0,0.1,True,0.751,0.744,0.758,0.656,0.608,0.679,0.212,0.196,0.222,0.71,0.688,0.759,0.326,0.31,0.336,0.352,0.323,0.412,0.29,0.241,0.312,1.021,1.021,1.021
16,2.0,0.001,1.0,0.5,True,0.867,0.86,0.872,0.808,0.765,0.84,0.356,0.309,0.397,0.768,0.708,0.81,0.485,0.447,0.509,0.187,0.143,0.24,0.232,0.19,0.292,0.449,0.449,0.449
16,2.0,0.001,1.0,1.0,True,0.887,0.872,0.894,0.819,0.772,0.849,0.374,0.319,0.417,0.796,0.737,0.835,0.508,0.461,0.533,0.178,0.136,0.237,0.204,0.165,0.263,0.32,0.32,0.32
16,2.0,0.001,2.0,0.05,True,0.723,0.711,0.736,0.652,0.614,0.713,0.203,0.192,0.225,0.666,0.597,0.723,0.31,0.299,0.327,0.349,0.272,0.401,0.334,0.277,0.403,1.462,1.462,1.462
16,2.0,0.001,2.0,0.1,True,0.747,0.742,0.753,0.654,0.605,0.676,0.21,0.194,0.218,0.709,0.669,0.755,0.324,0.309,0.332,0.354,0.323,0.415,0.291,0.245,0.331,1.021,1.021,1.021
16,2.0,0.001,2.0,0.5,True,0.864,0.856,0.878,0.796,0.773,0.825,0.341,0.316,0.376,0.781,0.745,0.833,0.474,0.453,0.502,0.202,0.165,0.23,0.219,0.167,0.255,0.449,0.449,0.449
16,2.0,0.001,2.0,1.0,True,0.889,0.878,0.896,0.803,0.722,0.834,0.358,0.284,0.395,0.82,0.782,0.901,0.496,0.431,0.525,0.199,0.159,0.302,0.18,0.099,0.218,0.32,0.32,0.32
16,2.0,0.003,0.5,0.05,True,0.757,0.747,0.768,0.677,0.617,0.707,0.222,0.201,0.235,0.699,0.666,0.764,0.337,0.318,0.35,0.326,0.288,0.402,0.301,0.236,0.334,1.462,1.462,1.462
16,2.0,0.003,0.5,0.1,True,0.802,0.784,0.817,0.712,0.586,0.793,0.258,0.201,0.316,0.733,0.647,0.851,0.378,0.325,0.427,0.291,0.189,0.449,0.267,0.149,0.353,1.021,1.021,1.021
16,2.0,0.003,0.5,0.5,True,0.885,0.875,0.895,0.815,0.793,0.874,0.371,0.341,0.471,0.793,0.634,0.847,0.503,0.481,0.54,0.182,0.094,0.212,0.207,0.153,0.366,0.449,0.449,0.449
16,2.0,0.003,0.5,1.0,True,0.893,0.876,0.9,0.809,0.754,0.835,0.364,0.31,0.391,0.819,0.736,0.903,0.502,0.462,0.52,0.192,0.152,0.266,0.181,0.097,0.264,0.32,0.32,0.32
16,2.0,0.003,1.0,0.05,True,0.757,0.748,0.766,0.682,0.617,0.729,0.225,0.205,0.25,0.693,0.649,0.786,0.338,0.323,0.362,0.32,0.261,0.405,0.307,0.214,0.351,1.462,1.462,1.462
16,2.0,0.003,1.0,0.1,True,0.794,0.775,0.808,0.704,0.581,0.799,0.251,0.195,0.321,0.73,0.64,0.827,0.37,0.316,0.427,0.3,0.18,0.452,0.27,0.173,0.36,1.021,1.021,1.021
16,2.0,0.003,1.0,0.5,True,0.891,0.886,0.897,0.814,0.793,0.838,0.369,0.346,0.399,0.812,0.763,0.861,0.506,0.493,0.524,0.185,0.152,0.216,0.188,0.139,0.237,0.449,0.449,0.449
16,2.0,0.003,1.0,1.0,True,0.885,0.833,0.898,0.788,0.665,0.834,0.343,0.237,0.394,0.828,0.774,0.869,0.483,0.37,0.522,0.218,0.158,0.358,0.172,0.131,0.226,0.32,0.32,0.32
16,2.0,0.003,2.0,0.05,True,0.757,0.75,0.765,0.683,0.611,0.723,0.225,0.197,0.244,0.687,0.65,0.759,0.338,0.313,0.355,0.317,0.268,0.409,0.313,0.241,0.35,1.462,1.462,1.462
16,2.0,0.003,2.0,0.1,True,0.803,0.786,0.82,0.713,0.567,0.813,0.261,0.197,0.334,0.727,0.602,0.881,0.379,0.322,0.429,0.288,0.159,0.475,0.273,0.119,0.398,1.021,1.021,1.021
16,2.0,0.003,2.0,0.5,True,0.889,0.885,0.897,0.821,0.785,0.872,0.379,0.335,0.465,0.788,0.648,0.85,0.509,0.481,0.541,0.175,0.099,0.223,0.212,0.15,0.352,0.449,0.449,0.449
16,2.0,0.003,2.0,1.0,True,0.894,0.884,0.903,0.806,0.755,0.828,0.36,0.306,0.386,0.826,0.789,0.866,0.5,0.452,0.523,0.197,0.167,0.26,0.174,0.134,0.211,0.32,0.32,0.32
16,2.0,0.005,0.5,0.05,True,0.779,0.76,0.8,0.713,0.593,0.789,0.25,0.199,0.295,0.685,0.575,0.819,0.362,0.32,0.395,0.284,0.182,0.437,0.315,0.181,0.425,1.462,1.462,1.462
16,2.0,0.005,0.5,0.1,True,0.83,0.793,0.853,0.719,0.562,0.834,0.275,0.2,0.374,0.776,0.626,0.917,0.401,0.329,0.468,0.289,0.139,0.485,0.224,0.083,0.374,1.021,1.021,1.021
16,2.0,0.005,0.5,0.5,True,0.883,0.868,0.895,0.801,0.74,0.849,0.354,0.292,0.418,0.804,0.747,0.855,0.489,0.435,0.536,0.2,0.138,0.275,0.196,0.145,0.253,0.449,0.449,0.449
16,2.0,0.005,0.5,1.0,True,0.892,0.865,0.902,0.806,0.768,0.834,0.359,0.318,0.396,0.825,0.77,0.862,0.5,0.465,0.529,0.196,0.161,0.245,0.175,0.138,0.23,0.32,0.32,0.32
16,2.0,0.005,1.0,0.05,True,0.782,0.771,0.79,0.717,0.582,0.817,0.255,0.198,0.325,0.687,0.527,0.845,0.367,0.32,0.402,0.279,0.145,0.453,0.313,0.155,0.473,1.462,1.462,1.462
16,2.0,0.005,1.0,0.1,True,0.836,0.807,0.856,0.726,0.541,0.862,0.289,0.192,0.428,0.762,0.528,0.913,0.407,0.318,0.494,0.279,0.094,0.508,0.238,0.087,0.472,1.021,1.021,1.021
16,2.0,0.005,1.0,0.5,True,0.888,0.881,0.9,0.816,0.788,0.836,0.37,0.337,0.398,0.804,0.763,0.838,0.506,0.481,0.528,0.183,0.158,0.218,0.196,0.162,0.237,0.449,0.449,0.449
16,2.0,0.005,1.0,1.0,True,0.892,0.863,0.904,0.794,0.705,0.832,0.349,0.265,0.393,0.834,0.805,0.866,0.491,0.405,0.529,0.211,0.165,0.315,0.166,0.134,0.195,0.32,0.32,0.32
16,2.0,0.005,2.0,0.05,True,0.779,0.758,0.792,0.707,0.577,0.776,0.247,0.192,0.287,0.701,0.614,0.815,0.363,0.311,0.391,0.292,0.203,0.454,0.299,0.185,0.386,1.462,1.462,1.462
16,2.0,0.005,2.0,0.1,True,0.839,0.806,0.848,0.741,0.547,0.847,0.302,0.196,0.401,0.757,0.631,0.924,0.421,0.323,0.491,0.262,0.125,0.502,0.243,0.076,0.369,1.021,1.021,1.021
16,2.0,0.005,2.0,0.5,True,0.886,0.873,0.893,0.813,0.781,0.841,0.367,0.33,0.4,0.802,0.723,0.853,0.502,0.476,0.521,0.185,0.144,0.229,0.198,0.147,0.277,0.449,0.449,0.449
16,2.0,0.005,2.0,1.0,True,0.893,0.866,0.903,0.812,0.793,0.821,0.365,0.344,0.378,0.821,0.769,0.848,0.505,0.485,0.521,0.189,0.174,0.214,0.179,0.152,0.231,0.32,0.32,0.32
32,0.0,0.001,0.0,0.05,False,0.88,0.877,0.887,0.808,0.783,0.826,0.358,0.328,0.382,0.805,0.786,0.826,0.495,0.469,0.514,0.192,0.169,0.222,0.195,0.174,0.214,inf,inf,inf
32,0.0,0.001,0.0,0.1,False,0.887,0.882,0.893,0.813,0.778,0.825,0.367,0.329,0.381,0.816,0.795,0.864,0.506,0.476,0.518,0.188,0.171,0.234,0.184,0.136,0.205,inf,inf,inf
32,0.0,0.001,0.0,0.5,False,0.899,0.896,0.901,0.826,0.814,0.835,0.387,0.37,0.4,0.827,0.816,0.836,0.527,0.512,0.537,0.174,0.162,0.189,0.173,0.164,0.184,inf,inf,inf
32,0.0,0.001,0.0,1.0,False,0.902,0.898,0.905,0.833,0.826,0.838,0.397,0.388,0.404,0.821,0.804,0.837,0.535,0.53,0.54,0.165,0.157,0.175,0.179,0.163,0.196,inf,inf,inf
32,0.0,0.003,0.0,0.05,False,0.881,0.877,0.887,0.803,0.774,0.823,0.353,0.323,0.377,0.815,0.784,0.849,0.492,0.468,0.509,0.199,0.172,0.236,0.185,0.151,0.216,inf,inf,inf
32,0.0,0.003,0.0,0.1,False,0.887,0.882,0.891,0.819,0.786,0.831,0.374,0.336,0.391,0.805,0.791,0.853,0.51,0.483,0.524,0.179,0.163,0.223,0.195,0.147,0.209,inf,inf,inf
32,0.0,0.003,0.0,0.5,False,0.898,0.894,0.902,0.83,0.812,0.838,0.393,0.367,0.404,0.818,0.799,0.831,0.53,0.509,0.538,0.168,0.156,0.19,0.182,0.169,0.201,inf,inf,inf
32,0.0,0.003,0.0,1.0,False,0.901,0.897,0.905,0.83,0.817,0.84,0.393,0.372,0.408,0.829,0.812,0.865,0.533,0.514,0.544,0.17,0.156,0.188,0.171,0.135,0.188,inf,inf,inf
32,0.0,0.005,0.0,0.05,False,0.88,0.874,0.885,0.804,0.773,0.821,0.354,0.32,0.375,0.81,0.786,0.839,0.492,0.463,0.507,0.197,0.174,0.235,0.19,0.161,0.214,inf,inf,inf
32,0.0,0.005,0.0,0.1,False,0.888,0.88,0.895,0.813,0.783,0.838,0.367,0.335,0.401,0.812,0.756,0.866,0.505,0.483,0.528,0.187,0.153,0.227,0.188,0.134,0.244,inf,inf,inf
32,0.0,0.005,0.0,0.5,False,0.899,0.894,0.901,0.828,0.818,0.839,0.389,0.375,0.405,0.821,0.802,0.842,0.528,0.519,0.539,0.171,0.157,0.186,0.179,0.158,0.198,inf,inf,inf
32,0.0,0.005,0.0,1.0,False,0.901,0.897,0.905,0.83,0.823,0.837,0.393,0.381,0.404,0.83,0.813,0.849,0.533,0.521,0.542,0.17,0.159,0.181,0.17,0.151,0.187,inf,inf,inf
32,0.8,0.001,0.5,0.05,True,0.696,0.664,0.714,0.608,0.566,0.671,0.182,0.165,0.201,0.667,0.608,0.724,0.285,0.265,0.302,0.4,0.32,0.451,0.333,0.276,0.392,9.233,9.233,9.233
32,0.8,0.001,0.5,0.1,True,0.718,0.702,0.732,0.637,0.59,0.656,0.196,0.182,0.204,0.675,0.647,0.738,0.303,0.285,0.313,0.368,0.345,0.43,0.325,0.262,0.353,6.253,6.253,6.253
32,0.8,0.001,0.5,0.5,True,0.789,0.77,0.809,0.689,0.668,0.713,0.235,0.228,0.251,0.737,0.711,0.773,0.357,0.345,0.373,0.318,0.289,0.346,0.263,0.227,0.289,2.763,2.763,2.763
32,0.8,0.001,0.5,1.0,True,0.871,0.863,0.876,0.782,0.7,0.816,0.331,0.262,0.365,0.807,0.759,0.865,0.468,0.402,0.496,0.221,0.178,0.322,0.193,0.135,0.241,2.114,2.114,2.114
32,0.8,0.001,1.0,0.05,True,0.695,0.668,0.717,0.628,0.561,0.653,0.187,0.169,0.197,0.65,0.606,0.699,0.291,0.272,0.304,0.375,0.343,0.457,0.35,0.301,0.394,9.233,9.233,9.233
32,0.8,0.001,1.0,0.1,True,0.723,0.705,0.742,0.631,0.558,0.658,0.196,0.174,0.209,0.69,0.652,0.745,0.305,0.283,0.321,0.377,0.345,0.467,0.31,0.255,0.348,6.253,6.253,6.253
32,0.8,0.001,1.0,0.5,True,0.786,0.771,0.807,0.681,0.647,0.707,0.23,0.214,0.246,0.737,0.703,0.766,0.351,0.334,0.369,0.327,0.297,0.368,0.263,0.234,0.297,2.763,2.763,2.763
32,0.8,0.001,1.0,1.0,True,0.871,0.865,0.877,0.785,0.703,0.821,0.335,0.263,0.37,0.801,0.759,0.864,0.47,0.401,0.499,0.217,0.172,0.317,0.199,0.136,0.241,2.114,2.114,2.114
32,0.8,0.001,2.0,0.05,True,0.702,0.692,0.723,0.623,0.552,0.662,0.187,0.173,0.204,0.661,0.606,0.764,0.291,0.28,0.313,0.382,0.331,0.476,0.339,0.236,0.394,9.233,9.233,9.233
32,0.8,0.001,2.0,0.1,True,0.721,0.709,0.74,0.64,0.575,0.667,0.197,0.185,0.211,0.676,0.617,0.772,0.305,0.288,0.322,0.365,0.327,0.451,0.324,0.228,0.383,6.253,6.253,6.253
32,0.8,0.001,2.0,0.5,True,0.793,0.776,0.805,0.692,0.651,0.731,0.239,0.217,0.263,0.744,0.721,0.764,0.362,0.337,0.386,0.315,0.268,0.364,0.256,0.236,0.279,2.763,2.763,2.763
32,0.8,0.001,2.0,1.0,True,0.868,0.862,0.873,0.781,0.669,0.819,0.33,0.246,0.37,0.804,0.766,0.885,0.466,0.385,0.502,0.222,0.175,0.36,0.196,0.115,0.234,2.114,2.114,2.114
32,0.8,0.003,0.5,0.05,True,0.744,0.732,0.756,0.658,0.62,0.697,0.21,0.197,0.224,0.691,0.634,0.733,0.322,0.311,0.332,0.346,0.295,0.395,0.309,0.267,0.366,9.233,9.233,9.233
32,0.8,0.003,0.5,0.1,True,0.758,0.746,0.766,0.664,0.621,0.699,0.217,0.201,0.23,0.714,0.661,0.768,0.332,0.317,0.346,0.343,0.296,0.396,0.286,0.232,0.339,6.253,6.253,6.253
32,0.8,0.003,0.5,0.5,True,0.882,0.877,0.886,0.805,0.698,0.872,0.364,0.266,0.466,0.79,0.608,0.902,0.492,0.411,0.533,0.193,0.092,0.329,0.21,0.098,0.392,2.763,2.763,2.763
32,0.8,0.003,0.5,1.0,True,0.892,0.884,0.898,0.816,0.801,0.838,0.37,0.352,0.401,0.809,0.782,0.835,0.508,0.495,0.53,0.183,0.155,0.204,0.191,0.165,0.218,2.114,2.114,2.114
32,0.8,0.003,1.0,0.05,True,0.735,0.724,0.748,0.656,0.604,0.685,0.207,0.188,0.22,0.684,0.65,0.721,0.318,0.299,0.33,0.348,0.312,0.412,0.316,0.279,0.35,9.233,9.233,9.233
32,0.8,0.003,1.0,0.1,True,0.762,0.754,0.77,0.659,0.606,0.697,0.217,0.198,0.234,0.729,0.69,0.78,0.334,0.316,0.35,0.351,0.304,0.417,0.271,0.22,0.31,6.253,6.253,6.253
32,0.8,0.003,1.0,0.5,True,0.884,0.882,0.887,0.8,0.663,0.858,0.359,0.247,0.433,0.803,0.699,0.919,0.491,0.39,0.535,0.2,0.121,0.371,0.197,0.081,0.301,2.763,2.763,2.763
32,0.8,0.003,1.0,1.0,True,0.89,0.888,0.894,0.817,0.795,0.833,0.371,0.346,0.393,0.809,0.789,0.848,0.509,0.492,0.524,0.182,0.162,0.212,0.191,0.152,0.211,2.114,2.114,2.114
32,0.8,0.003,2.0,0.05,True,0.74,0.729,0.754,0.659,0.627,0.708,0.211,0.202,0.23,0.692,0.638,0.741,0.323,0.314,0.338,0.345,0.283,0.388,0.308,0.259,0.362,9.233,9.233,9.233
32,0.8,0.003,2.0,0.1,True,0.764,0.759,0.77,0.662,0.594,0.693,0.218,0.196,0.23,0.725,0.689,0.798,0.335,0.315,0.345,0.346,0.306,0.433,0.275,0.202,0.311,6.253,6.253,6.253
32,0.8,0.003,2.0,0.5,True,0.885,0.88,0.889,0.801,0.702,0.858,0.357,0.269,0.432,0.806,0.679,0.901,0.491,0.414,0.528,0.199,0.118,0.325,0.194,0.099,0.321,2.763,2.763,2.763
32,0.8,0.003,2.0,1.0,True,0.892,0.885,0.898,0.796,0.606,0.864,0.358,0.224,0.45,0.819,0.71,0.957,0.493,0.362,0.551,0.208,0.115,0.44,0.181,0.043,0.29,2.114,2.114,2.114
32,0.8,0.005,0.5,0.05,True,0.752,0.743,0.767,0.674,0.63,0.731,0.221,0.201,0.252,0.697,0.653,0.759,0.334,0.316,0.365,0.329,0.259,0.387,0.303,0.241,0.347,9.233,9.233,9.233
32,0.8,0.005,0.5,0.1,True,0.784,0.776,0.792,0.69,0.577,0.76,0.239,0.193,0.28,0.721,0.657,0.821,0.357,0.312,0.394,0.314,0.227,0.456,0.279,0.179,0.343,6.253,6.253,6.253
32,0.8,0.005,0.5,0.5,True,0.884,0.865,0.894,0.81,0.756,0.854,0.365,0.306,0.427,0.796,0.716,0.863,0.498,0.451,0.537,0.188,0.127,0.256,0.204,0.137,0.284,2.763,2.763,2.763
32,0.8,0.005,0.5,1.0,True,0.895,0.891,0.901,0.803,0.703,0.833,0.359,0.274,0.395,0.828,0.794,0.936,0.499,0.424,0.53,0.2,0.162,0.328,0.172,0.064,0.206,2.114,2.114,2.114
32,0.8,0.005,1.0,0.05,True,0.753,0.744,0.761,0.674,0.611,0.737,0.22,0.198,0.251,0.692,0.628,0.766,0.333,0.315,0.359,0.328,0.248,0.41,0.308,0.234,0.372,9.233,9.233,9.233
32,0.8,0.005,1.0,0.1,True,0.783,0.772,0.795,0.69,0.576,0.754,0.238,0.193,0.274,0.722,0.65,0.821,0.356,0.312,0.389,0.314,0.235,0.456,0.278,0.179,0.35,6.253,6.253,6.253
32,0.8,0.005,1.0,0.5,True,0.887,0.878,0.892,0.826,0.774,0.855,0.384,0.323,0.428,0.776,0.707,0.855,0.512,0.469,0.534,0.167,0.125,0.237,0.224,0.145,0.293,2.763,2.763,2.763
32,0.8,0.005,1.0,1.0,True,0.891,0.864,0.899,0.817,0.796,0.832,0.371,0.348,0.39,0.805,0.727,0.855,0.507,0.495,0.519,0.182,0.156,0.212,0.195,0.145,0.273,2.114,2.114,2.114
32,0.8,0.005,2.0,0.05,True,0.756,0.741,0.767,0.677,0.575,0.747,0.224,0.19,0.257,0.693,0.614,0.804,0.336,0.307,0.366,0.325,0.235,0.455,0.307,0.196,0.386,9.233,9.233,9.233
32,0.8,0.005,2.0,0.1,True,0.785,0.767,0.801,0.698,0.599,0.778,0.244,0.198,0.296,0.72,0.65,0.801,0.362,0.317,0.407,0.305,0.205,0.427,0.28,0.199,0.35,6.253,6.253,6.253
32,0.8,0.005,2.0,0.5,True,0.883,0.859,0.892,0.808,0.772,0.84,0.36,0.323,0.403,0.798,0.682,0.865,0.494,0.47,0.528,0.19,0.141,0.24,0.202,0.135,0.318,2.763,2.763,2.763
32,0.8,0.005,2.0,1.0,True,0.892,0.878,0.9,0.815,0.77,0.842,0.371,0.324,0.404,0.806,0.729,0.889,0.507,0.475,0.53,0.184,0.143,0.246,0.194,0.111,0.271,2.114,2.114,2.114
32,1.1,0.001,0.5,0.05,True,0.705,0.68,0.718,0.615,0.575,0.64,0.187,0.175,0.197,0.679,0.633,0.724,0.293,0.281,0.305,0.393,0.361,0.444,0.321,0.276,0.367,4.839,4.839,4.839
32,1.1,0.001,0.5,0.1,True,0.72,0.7,0.739,0.635,0.587,0.662,0.196,0.183,0.204,0.683,0.65,0.743,0.305,0.291,0.312,0.372,0.336,0.432,0.317,0.257,0.35,3.296,3.296,3.296
32,1.1,0.001,0.5,0.5,True,0.788,0.771,0.796,0.683,0.649,0.709,0.233,0.22,0.246,0.74,0.704,0.784,0.354,0.341,0.367,0.324,0.293,0.369,0.26,0.216,0.296,1.419,1.419,1.419
32,1.1,0.001,0.5,1.0,True,0.869,0.864,0.876,0.781,0.721,0.825,0.328,0.276,0.379,0.805,0.772,0.872,0.465,0.416,0.509,0.223,0.169,0.299,0.195,0.128,0.228,1.058,1.058,1.058
32,1.1,0.001,1.0,0.05,True,0.695,0.672,0.722,0.626,0.579,0.675,0.187,0.174,0.215,0.653,0.601,0.711,0.29,0.272,0.325,0.378,0.319,0.439,0.347,0.289,0.399,4.839,4.839,4.839
32,1.1,0.001,1.0,0.1,True,0.718,0.706,0.731,0.637,0.595,0.666,0.196,0.187,0.205,0.676,0.628,0.734,0.303,0.291,0.317,0.369,0.329,0.423,0.324,0.266,0.372,3.296,3.296,3.296
32,1.1,0.001,1.0,0.5,True,0.792,0.781,0.807,0.69,0.652,0.728,0.237,0.217,0.258,0.74,0.696,0.767,0.359,0.337,0.382,0.317,0.268,0.362,0.26,0.233,0.304,1.419,1.419,1.419
32,1.1,0.001,1.0,1.0,True,0.872,0.861,0.879,0.782,0.696,0.824,0.332,0.262,0.376,0.81,0.759,0.879,0.469,0.403,0.504,0.222,0.168,0.328,0.19,0.121,0.241,1.058,1.058,1.058
32,1.1,0.001,2.0,0.05,True,0.695,0.672,0.712,0.619,0.564,0.676,0.185,0.174,0.202,0.658,0.591,0.728,0.288,0.274,0.303,0.386,0.314,0.458,0.342,0.272,0.409,4.839,4.839,4.839
32,1.1,0.001,2.0,0.1,True,0.72,0.707,0.732,0.644,0.589,0.667,0.198,0.188,0.207,0.671,0.637,0.757,0.306,0.296,0.316,0.36,0.331,0.433,0.329,0.243,0.363,3.296,3.296,3.296
32,1.1,0.001,2.0,0.5,True,0.788,0.776,0.798,0.691,0.651,0.715,0.237,0.218,0.25,0.733,0.713,0.787,0.358,0.339,0.371,0.314,0.286,0.363,0.267,0.213,0.287,1.419,1.419,1.419
32,1.1,0.001,2.0,1.0,True,0.867,0.84,0.878,0.779,0.705,0.822,0.328,0.26,0.372,0.8,0.759,0.864,0.463,0.395,0.499,0.223,0.17,0.316,0.2,0.136,0.241,1.058,1.058,1.058
32,1.1,0.003,0.5,0.05,True,0.734,0.718,0.742,0.656,0.597,0.692,0.208,0.191,0.22,0.683,0.629,0.758,0.318,0.299,0.328,0.347,0.299,0.424,0.317,0.242,0.371,4.839,4.839,4.839
32,1.1,0.003,0.5,0.1,True,0.761,0.751,0.772,0.654,0.593,0.688,0.214,0.193,0.23,0.727,0.671,0.781,0.33,0.31,0.349,0.356,0.31,0.432,0.273,0.219,0.329,3.296,3.296,3.296
32,1.1,0.003,0.5,0.5,True,0.883,0.876,0.888,0.8,0.648,0.86,0.36,0.24,0.436,0.797,0.674,0.925,0.49,0.381,0.53,0.199,0.115,0.389,0.203,0.075,0.326,1.419,1.419,1.419
32,1.1,0.003,0.5,1.0,True,0.891,0.886,0.897,0.821,0.787,0.837,0.377,0.339,0.399,0.802,0.775,0.858,0.512,0.486,0.529,0.177,0.156,0.222,0.198,0.142,0.225,1.058,1.058,1.058
32,1.1,0.003,1.0,0.05,True,0.74,0.725,0.755,0.672,0.636,0.698,0.214,0.202,0.224,0.673,0.626,0.734,0.324,0.312,0.333,0.329,0.292,0.377,0.327,0.266,0.374,4.839,4.839,4.839
32,1.1,0.003,1.0,0.1,True,0.763,0.752,0.777,0.661,0.606,0.706,0.218,0.198,0.233,0.726,0.65,0.775,0.335,0.315,0.351,0.347,0.287,0.416,0.274,0.225,0.35,3.296,3.296,3.296
32,1.1,0.003,1.0,0.5,True,0.883,0.874,0.89,0.799,0.638,0.859,0.359,0.236,0.434,0.798,0.681,0.937,0.49,0.377,0.53,0.201,0.117,0.402,0.202,0.063,0.319,1.419,1.419,1.419
32,1.1,0.003,1.0,1.0,True,0.89,0.879,0.897,0.811,0.75,0.861,0.368,0.307,0.442,0.811,0.723,0.901,0.504,0.458,0.549,0.189,0.121,0.27,0.189,0.099,0.277,1.058,1.058,1.058
32,1.1,0.003,2.0,0.05,True,0.737,0.722,0.755,0.661,0.628,0.718,0.21,0.195,0.231,0.679,0.604,0.752,0.32,0.303,0.334,0.341,0.267,0.388,0.321,0.248,0.396,4.839,4.839,4.839
32,1.1,0.003,2.0,0.1,True,0.76,0.751,0.772,0.655,0.609,0.691,0.214,0.199,0.227,0.726,0.681,0.776,0.33,0.317,0.341,0.355,0.307,0.413,0.274,0.224,0.319,3.296,3.296,3.296
32,1.1,0.003,2.0,0.5,True,0.884,0.876,0.889,0.808,0.694,0.858,0.367,0.264,0.433,0.792,0.678,0.905,0.496,0.409,0.53,0.19,0.119,0.334,0.208,0.095,0.322,1.419,1.419,1.419
32,1.1,0.003,2.0,1.0,True,0.891,0.879,0.898,0.799,0.633,0.834,0.359,0.235,0.393,0.824,0.775,0.942,0.497,0.376,0.523,0.204,0.158,0.408,0.176,0.058,0.225,1.058,1.058,1.058
32,1.1,0.005,0.5,0.05,True,0.756,0.751,0.762,0.678,0.626,0.721,0.222,0.203,0.243,0.692,0.654,0.753,0.335,0.32,0.355,0.324,0.271,0.391,0.308,0.247,0.346,4.839,4.839,4.839
32,1.1,0.005,0.5,0.1,True,0.783,0.764,0.798,0.695,0.597,0.749,0.24,0.199,0.272,0.717,0.665,0.812,0.358,0.319,0.391,0.308,0.241,0.431,0.283,0.188,0.335,3.296,3.296,3.296
32,1.1,0.005,0.5,0.5,True,0.878,0.86,0.892,0.82,0.804,0.849,0.372,0.354,0.417,0.772,0.735,0.811,0.501,0.489,0.532,0.173,0.136,0.196,0.228,0.189,0.265,1.419,1.419,1.419
32,1.1,0.005,0.5,1.0,True,0.895,0.889,0.902,0.807,0.591,0.859,0.374,0.217,0.439,0.804,0.722,0.954,0.505,0.353,0.546,0.193,0.122,0.457,0.196,0.046,0.278,1.058,1.058,1.058
32,1.1,0.005,1.0,0.05,True,0.753,0.743,0.759,0.673,0.613,0.717,0.219,0.197,0.235,0.69,0.628,0.75,0.332,0.312,0.346,0.329,0.271,0.405,0.31,0.25,0.372,4.839,4.839,4.839
32,1.1,0.005,1.0,0.1,True,0.786,0.774,0.801,0.684,0.59,0.756,0.236,0.201,0.27,0.735,0.64,0.85,0.355,0.324,0.382,0.322,0.229,0.443,0.265,0.15,0.36,3.296,3.296,3.296
32,1.1,0.005,1.0,0.5,True,0.886,0.876,0.891,0.817,0.77,0.872,0.376,0.32,0.466,0.783,0.647,0.854,0.503,0.465,0.542,0.179,0.098,0.241,0.217,0.146,0.353,1.419,1.419,1.419
32,1.1,0.005,1.0,1.0,True,0.892,0.876,0.901,0.824,0.804,0.855,0.382,0.356,0.427,0.795,0.69,0.828,0.514,0.498,0.543,0.173,0.123,0.199,0.205,0.172,0.31,1.058,1.058,1.058
32,1.1,0.005,2.0,0.05,True,0.756,0.751,0.761,0.677,0.613,0.739,0.223,0.201,0.253,0.694,0.628,0.774,0.336,0.319,0.36,0.325,0.246,0.408,0.306,0.226,0.372,4.839,4.839,4.839
32,1.1,0.005,2.0,0.1,True,0.781,0.765,0.792,0.687,0.579,0.762,0.237,0.196,0.281,0.726,0.639,0.836,0.355,0.317,0.395,0.319,0.221,0.456,0.274,0.164,0.361,3.296,3.296,3.296
